entity_id,timestamp,source_ip,geo_location,auth_method,auth_result,resource_accessed,device_id,mac_address,os_version,data_downloaded,command_sequence,label
E031,2026-09-08 17:24:00,10.119.139.189,"(22.5726, 88.3639)",SSO,success,Accounting System,DEV031,e2:0c:41:61:a1:8f,Windows 10,15.36,"['Invoice System', 'Accounting System']",normal
E031,2026-09-08 18:15:00,10.119.139.189,"(22.5726, 88.3639)",biometric,success,Accounting System,DEV031,e2:0c:41:61:a1:8f,Windows 10,8.32,"['Invoice System', 'Accounting System']",normal
E031,2026-09-09 15:00:00,10.119.139.189,"(22.5726, 88.3639)",password,success,Accounting System,DEV031,e2:0c:41:61:a1:8f,Windows 10,20.36,"['Invoice System', 'Accounting System']",normal
E031,2026-09-09 17:26:00,10.119.139.189,"(22.5726, 88.3639)",password,success,Invoice System,DEV031,e2:0c:41:61:a1:8f,Windows 10,30.71,"['Accounting System', 'Invoice System']",normal
E031,2026-09-09 17:44:00,10.119.139.189,"(22.5726, 88.3639)",SSO,success,Accounting System,DEV031,e2:0c:41:61:a1:8f,Windows 10,32.4,"['Invoice System', 'Accounting System']",normal
E031,2026-09-10 11:31:00,10.119.139.189,"(22.5726, 88.3639)",SSO,success,Accounting System,DEV031,e2:0c:41:61:a1:8f,Windows 10,43.22,['Accounting System'],normal
E031,2026-09-10 16:11:00,10.119.139.189,"(22.5726, 88.3639)",password,success,Invoice System,DEV031,e2:0c:41:61:a1:8f,Windows 10,0.57,['Invoice System'],normal
E032,2026-08-12 11:18:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,20.05,['Payroll System'],normal
E032,2026-08-12 11:25:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,40.96,"['Payroll System', 'Accounting System']",normal
E032,2026-08-12 13:14:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,42.97,['Accounting System'],normal
E032,2026-08-12 13:26:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,7.7,"['Accounting System', 'Payroll System']",normal
E032,2026-08-13 11:08:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,4.03,"['Payroll System', 'Accounting System']",normal
E032,2026-08-13 12:16:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,6.67,['Payroll System'],normal
E032,2026-08-13 14:09:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.86,['Payroll System'],normal
E032,2026-08-13 15:49:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,17.53,"['Payroll System', 'Accounting System']",normal
E032,2026-08-13 15:53:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,48.71,"['Accounting System', 'Payroll System']",normal
E032,2026-08-14 11:26:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,42.93,"['Accounting System', 'Payroll System']",normal
E032,2026-08-14 16:38:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.68,['Payroll System'],normal
E032,2026-08-15 10:38:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,20.54,['Accounting System'],normal
E032,2026-08-15 15:17:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,6.79,['Accounting System'],normal
E032,2026-08-15 16:05:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,6.66,['Accounting System'],normal
E032,2026-08-16 10:43:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,15.7,"['Payroll System', 'Accounting System']",normal
E032,2026-08-16 12:09:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,33.01,"['Accounting System', 'Payroll System']",normal
E032,2026-08-17 11:06:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.96,['Payroll System'],normal
E032,2026-08-17 11:25:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,46.67,['Payroll System'],normal
E032,2026-08-17 11:52:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,45.83,"['Payroll System', 'Accounting System']",normal
E032,2026-08-17 15:07:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,24.33,"['Payroll System', 'Accounting System']",normal
E032,2026-08-17 16:29:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,48.69,"['Payroll System', 'Accounting System']",normal
E032,2026-08-18 10:16:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,5.78,"['Accounting System', 'Payroll System']",normal
E032,2026-08-18 12:26:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,34.28,"['Payroll System', 'Accounting System']",normal
E032,2026-08-18 13:55:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.15,"['Payroll System', 'Accounting System']",normal
E032,2026-08-18 14:50:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,1.81,"['Payroll System', 'Accounting System']",normal
E032,2026-08-19 10:33:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,36.23,"['Payroll System', 'Accounting System']",normal
E032,2026-08-19 10:40:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,9.74,['Accounting System'],normal
E032,2026-08-20 11:13:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,23.36,['Payroll System'],normal
E032,2026-08-20 11:58:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,20.08,"['Accounting System', 'Payroll System']",normal
E032,2026-08-20 12:39:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,14.27,"['Payroll System', 'Accounting System']",normal
E032,2026-08-20 14:51:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,13.08,"['Accounting System', 'Payroll System']",normal
E032,2026-08-21 11:36:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,25.8,"['Accounting System', 'Payroll System']",normal
E032,2026-08-21 11:53:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,16.95,"['Payroll System', 'Accounting System']",normal
E032,2026-08-21 12:10:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,21.61,"['Accounting System', 'Payroll System']",normal
E032,2026-08-21 13:51:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,12.52,['Payroll System'],normal
E032,2026-08-21 14:40:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,46.61,['Payroll System'],normal
E032,2026-08-21 15:17:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,41.76,"['Accounting System', 'Payroll System']",normal
E032,2026-08-22 14:26:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,23.54,"['Accounting System', 'Payroll System']",normal
E032,2026-08-22 15:26:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,5.06,"['Accounting System', 'Payroll System']",normal
E032,2026-08-22 15:30:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,5.48,"['Accounting System', 'Payroll System']",normal
E032,2026-08-22 16:30:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,7.26,"['Payroll System', 'Accounting System']",normal
E032,2026-08-23 12:15:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,14.57,"['Payroll System', 'Accounting System']",normal
E032,2026-08-23 16:38:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,49.63,"['Payroll System', 'Accounting System']",normal
E032,2026-08-24 11:27:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,22.97,"['Accounting System', 'Payroll System']",normal
E032,2026-08-24 16:10:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.65,['Payroll System'],normal
E032,2026-08-25 13:46:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,11.07,"['Payroll System', 'Accounting System']",normal
E032,2026-08-25 15:19:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,14.62,"['Payroll System', 'Accounting System']",normal
E032,2026-08-25 16:15:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,24.64,"['Accounting System', 'Payroll System']",normal
E032,2026-08-26 10:36:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,28.36,"['Accounting System', 'Payroll System']",normal
E032,2026-08-26 10:46:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.44,"['Accounting System', 'Payroll System']",normal
E032,2026-08-26 11:09:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,30.32,"['Payroll System', 'Accounting System']",normal
E032,2026-08-26 12:00:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,38.92,"['Accounting System', 'Payroll System']",normal
E032,2026-08-26 14:36:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,12.57,['Payroll System'],normal
E032,2026-08-27 10:27:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.17,"['Accounting System', 'Payroll System']",normal
E032,2026-08-27 15:40:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,33.0,"['Payroll System', 'Accounting System']",normal
E032,2026-08-28 13:04:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,42.56,['Payroll System'],normal
E032,2026-08-28 15:19:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,20.19,['Payroll System'],normal
E032,2026-08-28 16:29:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,6.44,"['Accounting System', 'Payroll System']",normal
E032,2026-08-28 16:53:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,1.78,"['Accounting System', 'Payroll System']",normal
E032,2026-08-29 11:28:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,7.11,"['Accounting System', 'Payroll System']",normal
E032,2026-08-29 11:53:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,0.84,['Accounting System'],normal
E032,2026-08-29 14:31:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,27.26,"['Payroll System', 'Accounting System']",normal
E032,2026-08-29 15:45:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,11.81,['Accounting System'],normal
E032,2026-08-30 12:11:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,47.16,['Payroll System'],normal
E032,2026-08-30 12:16:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,19.09,"['Payroll System', 'Accounting System']",normal
E032,2026-08-30 15:03:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,12.5,"['Accounting System', 'Payroll System']",normal
E032,2026-08-30 15:58:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,13.26,['Payroll System'],normal
E032,2026-08-31 10:25:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,40.23,"['Payroll System', 'Accounting System']",normal
E032,2026-08-31 14:09:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,33.86,['Accounting System'],normal
E032,2026-08-31 14:31:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,27.66,['Accounting System'],normal
E032,2026-09-01 13:23:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,11.1,['Accounting System'],normal
E032,2026-09-01 15:27:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.58,['Payroll System'],normal
E032,2026-09-02 12:14:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,47.44,"['Payroll System', 'Accounting System']",normal
E032,2026-09-02 14:12:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,5.88,"['Payroll System', 'Accounting System']",normal
E032,2026-09-02 14:14:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,25.17,"['Payroll System', 'Accounting System']",normal
E032,2026-09-02 15:36:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,45.15,"['Payroll System', 'Accounting System']",normal
E032,2026-09-03 12:20:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.55,['Payroll System'],normal
E032,2026-09-03 14:01:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,17.75,"['Accounting System', 'Payroll System']",normal
E032,2026-09-03 15:37:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,38.25,"['Accounting System', 'Payroll System']",normal
E032,2026-09-03 15:49:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,22.8,"['Payroll System', 'Accounting System']",normal
E032,2026-09-03 16:13:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,46.87,"['Accounting System', 'Payroll System']",normal
E032,2026-09-04 12:11:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,11.56,"['Payroll System', 'Accounting System']",normal
E032,2026-09-04 14:30:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,49.94,"['Payroll System', 'Accounting System']",normal
E032,2026-09-04 16:44:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.63,"['Payroll System', 'Accounting System']",normal
E032,2026-09-05 10:57:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,40.47,"['Payroll System', 'Accounting System']",normal
E032,2026-09-05 11:15:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,46.28,"['Payroll System', 'Accounting System']",normal
E032,2026-09-05 12:29:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,49.82,"['Accounting System', 'Payroll System']",normal
E032,2026-09-05 15:14:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,4.82,"['Payroll System', 'Accounting System']",normal
E032,2026-09-05 16:32:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,14.5,['Accounting System'],normal
E032,2026-09-05 16:51:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,26.1,"['Accounting System', 'Payroll System']",normal
E032,2026-09-06 11:01:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,25.89,"['Payroll System', 'Accounting System']",normal
E032,2026-09-06 12:21:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,1.37,['Accounting System'],normal
E032,2026-09-06 13:14:00,10.254.221.71,"(12.9716, 77.5946)",biometric,failure,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,3.68,"['Payroll System', 'Accounting System']",normal
E032,2026-09-07 11:03:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,15.57,['Payroll System'],normal
E032,2026-09-07 15:57:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,5.25,['Accounting System'],normal
E032,2026-09-07 16:43:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,37.97,['Payroll System'],normal
E032,2026-09-08 11:27:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,8.59,['Accounting System'],normal
E032,2026-09-08 12:06:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,47.25,"['Accounting System', 'Payroll System']",normal
E032,2026-09-08 16:11:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,11.69,"['Accounting System', 'Payroll System']",normal
E032,2026-09-09 12:01:00,10.254.221.71,"(12.9716, 77.5946)",SSO,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,8.17,"['Payroll System', 'Accounting System']",normal
E032,2026-09-09 12:48:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,36.37,"['Payroll System', 'Accounting System']",normal
E032,2026-09-09 13:59:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,34.77,"['Payroll System', 'Accounting System']",normal
E032,2026-09-10 11:03:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,10.8,"['Payroll System', 'Accounting System']",normal
E032,2026-09-10 11:14:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,49.72,['Accounting System'],normal
E032,2026-09-10 11:45:00,10.254.221.71,"(12.9716, 77.5946)",biometric,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,7.82,"['Accounting System', 'Payroll System']",normal
E032,2026-09-10 12:02:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,40.61,"['Accounting System', 'Payroll System']",normal
E032,2026-09-10 14:23:00,10.254.221.71,"(12.9716, 77.5946)",MFA,success,Payroll System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,7.76,"['Accounting System', 'Payroll System']",normal
E032,2026-09-10 16:29:00,10.254.221.71,"(12.9716, 77.5946)",password,success,Accounting System,DEV032,42:3e:4b:9f:dd:a6,Windows 10,4.0,['Accounting System'],normal
E033,2026-08-12 08:27:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,25.03,['Accounting System'],normal
E033,2026-08-12 09:57:00,172.31.30.173,"(18.5204, 73.8567)",SSO,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,29.73,"['Financial Reports', 'Banking Portal', 'Accounting System']",normal
E033,2026-08-12 11:50:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,26.58,"['Banking Portal', 'Financial Reports', 'Accounting System']",normal
E033,2026-08-12 15:58:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,0.89,"['Accounting System', 'Financial Reports', 'Banking Portal']",normal
E033,2026-08-12 15:59:00,172.31.30.173,"(18.5204, 73.8567)",biometric,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,20.68,"['Accounting System', 'Financial Reports', 'Banking Portal']",normal
E033,2026-08-12 17:24:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,16.27,"['Banking Portal', 'Financial Reports']",normal
E033,2026-08-13 13:23:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,17.3,"['Financial Reports', 'Accounting System', 'Banking Portal']",normal
E033,2026-08-13 16:41:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,48.51,"['Banking Portal', 'Accounting System', 'Financial Reports']",normal
E033,2026-08-14 11:52:00,172.31.30.173,"(18.5204, 73.8567)",SSO,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,3.47,"['Banking Portal', 'Accounting System', 'Financial Reports']",normal
E033,2026-08-14 15:55:00,172.31.30.173,"(18.5204, 73.8567)",SSO,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,3.77,"['Financial Reports', 'Banking Portal']",normal
E033,2026-08-15 09:24:00,172.31.30.173,"(18.5204, 73.8567)",biometric,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,22.86,['Financial Reports'],normal
E033,2026-08-15 10:07:00,172.31.30.173,"(18.5204, 73.8567)",biometric,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,17.82,"['Accounting System', 'Financial Reports', 'Banking Portal']",normal
E033,2026-08-15 10:21:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,47.41,"['Financial Reports', 'Banking Portal']",normal
E033,2026-08-15 15:38:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,39.84,"['Banking Portal', 'Accounting System', 'Financial Reports']",normal
E033,2026-08-16 14:44:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,47.39,"['Banking Portal', 'Financial Reports', 'Accounting System']",normal
E033,2026-08-16 17:35:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,11.24,['Banking Portal'],normal
E033,2026-08-17 11:52:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,34.18,"['Financial Reports', 'Banking Portal', 'Accounting System']",normal
E033,2026-08-17 11:59:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,11.55,"['Accounting System', 'Financial Reports']",normal
E033,2026-08-17 12:25:00,172.31.30.173,"(18.5204, 73.8567)",SSO,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,0.23,['Banking Portal'],normal
E033,2026-08-17 12:25:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Financial Reports,DEV033,32:fb:de:57:1c:90,macOS,42.26,"['Accounting System', 'Banking Portal', 'Financial Reports']",normal
E033,2026-08-17 13:48:00,172.31.30.173,"(18.5204, 73.8567)",SSO,success,Accounting System,DEV033,32:fb:de:57:1c:90,macOS,3.56,"['Financial Reports', 'Banking Portal', 'Accounting System']",normal
E033,2026-08-17 17:34:00,172.31.30.173,"(18.5204, 73.8567)",biometric,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,10.55,"['Accounting System', 'Banking Portal']",normal
E033,2026-08-18 09:18:00,172.31.30.173,"(18.5204, 73.8567)",MFA,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,36.56,"['Accounting System', 'Banking Portal']",normal
E033,2026-08-18 11:16:00,172.31.30.173,"(18.5204, 73.8567)",password,failure,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,18.24,['Banking Portal'],normal
E033,2026-08-18 11:38:00,172.31.30.173,"(18.5204, 73.8567)",password,success,Banking Portal,DEV033,32:fb:de:57:1c:90,macOS,34.46,"['Financial Reports', 'Banking Portal']",normal
